time,step,state,action,reward,next_state,entropy_before,entropy_after,info_gain,dv_cost,predicted_value,root_N,root_Q_sa,root_N_sa
4200.0,35,"[2.78022192704068e-05, -7.376096581951272e-05, -2.8022256895945953e-05, -1.3982835147865708e-06, 2.3882212255363648e-05, 2.3799871013583582e-05]","[0.05, 0.0, 0.0]",0.6425761297033545,"[-1.2252924475901489e-05, 3.8739692637093686e-05, 1.0450834819409783e-05, 3.283717432516854e-05, 3.258253801850877e-05, 8.670186776874449e-06]",250.30519274614537,249.612616616442,0.6925761297033546,0.05,9.197895469397345,3000,"[1.272828313063993, 2.2958272596216087, -0.12008694235231368, 9.197895469397345, 2.5842516494968404, 2.2680069229517743, 1.9307871911058392, 1.5371447341242517, 3.364191515986331, 1.3034934999855357, 1.302761198376459, 2.554070009329692, 2.577662232791895]","[1, 2, 1, 2968, 3, 2, 2, 2, 11, 1, 1, 3, 3]"
4320.0,36,"[-1.2252924475901489e-05, 3.8739692637093686e-05, 1.0450834819409783e-05, 3.283717432516854e-05, 3.258253801850877e-05, 8.670186776874449e-06]","[0.0, 0.05, 0.0]",22.827287955945263,"[-8.125596083168012e-06, -6.489651718043687e-05, 6.225981573233498e-06, -2.5936464997276707e-05, 3.25523990322381e-05, -8.782667004925195e-06]",249.612616616442,226.73532866049675,22.877287955945263,0.05,43.47444502780848,3000,"[33.17140604872861, 28.184987967204684, 26.768042120698237, 32.773130789907285, 28.034761992176243, 30.823348113398758, 30.23798972344148, 43.47444502780848, 24.053568034832566, 30.916330102116167, 26.122332368961107, 31.45596803533623, 32.53012164508968]","[3, 1, 1, 4, 1, 1, 1, 2981, 1, 1, 1, 1, 3]"
4440.0,37,"[-8.125596083168012e-06, -6.489651718043687e-05, 6.225981573233498e-06, -2.5936464997276707e-05, 3.25523990322381e-05, -8.782667004925195e-06]","[0.0, 0.0, 0.05]",1.3414399414035756,"[2.351792262048401e-05, 3.570166565078951e-06, -2.049229905496848e-05, 1.7074212794355737e-05, 2.4289513713649948e-05, -3.0490076069357035e-05]",226.73532866049675,225.34388871909317,1.3914399414035756,0.05,36.36670281145431,3000,"[13.023693857947277, 15.076257064904182, 12.031232028062261, 9.293703348327469, 10.71547587893471, 8.015991525533353, 10.058434936959145, 12.05526674277006, 7.997989406453828, 10.075160136440726, 6.633148477482775, 36.36670281145431, 4.60060637437046]","[2, 3, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2984, 1]"
4560.0,38,"[2.351792262048401e-05, 3.570166565078951e-06, -2.049229905496848e-05, 1.7074212794355737e-05, 2.4289513713649948e-05, -3.0490076069357035e-05]","[-0.05, -0.0, -0.0]",-0.05,"[-2.581325568579531e-05, -4.120033180142839e-05, 2.242492380295902e-05, -1.4140111545378181e-05, 5.7902978869128275e-06, -3.854993729620815e-05]",225.34388871909317,225.34388871909317,0.0,0.05,6.334014432259299,3000,"[1.8657848799657217, 1.5329551610994667, 1.656597217073574, 1.1021373043240525, 6.334014432259299, 1.4133162717996461, 1.7616791008385002, 0.5297286811232591, 2.039867021636859, 1.649757232068964, 1.6505187192386355, 1.0791976334504212, 1.0771733885568677]","[47, 20, 24, 9, 2679, 14, 32, 4, 108, 24, 23, 8, 8]"
4680.0,39,"[-2.581325568579531e-05, -4.120033180142839e-05, 2.242492380295902e-05, -1.4140111545378181e-05, 5.7902978869128275e-06, -3.854993729620815e-05]","[-0.0, -0.0, -0.05]",8.964915450955612,"[2.6504001431919174e-05, 4.195704893179182e-06, -2.3991511250632854e-05, 1.1279510184179681e-05, -1.6424359655728624e-05, -3.0017707205656115e-05]",225.34388871909317,216.32897326813756,9.014915450955613,0.05,41.842371715349145,3000,"[28.53483118421997, 31.692864648517478, 32.99795870057763, 28.59218145963402, 31.275883087419633, 29.915694178331563, 32.87304162012573, 32.00078975083273, 32.578384648075115, 29.991694157432207, 30.028290308932206, 30.68031833634322, 41.842371715349145]","[1, 2, 2, 1, 1, 1, 3, 2, 2, 1, 1, 1, 2982]"
4800.0,40,"[2.6504001431919174e-05, 4.195704893179182e-06, -2.3991511250632854e-05, 1.1279510184179681e-05, -1.6424359655728624e-05, -3.0017707205656115e-05]","[0.0, 0.0, 0.05]",-0.049999964261064636,"[-2.650722631312278e-05, -4.882937517467799e-05, 2.2246180383769747e-05, -1.4419688638005874e-05, -2.627902426038797e-05, -2.3715107788658532e-05]",216.32897326813756,216.32897323239862,3.573893536668038e-08,0.05,5.488277775067133,3000,"[1.4665516452900693, 2.0714710471173725, 2.1431492209856655, 1.3781415964940236, 0.774039962224839, -0.12592771952262927, 1.3690888472057208, -0.16569667290208764, 1.1685338902677707, 1.4371257498074086, 1.4425003018946387, 5.488277775067133, 1.5685669022484978]","[3, 7, 8, 3, 2, 1, 4, 1, 3, 3, 3, 2958, 4]"
4920.0,41,"[-2.650722631312278e-05, -4.882937517467799e-05, 2.2246180383769747e-05, -1.4419688638005874e-05, -2.627902426038797e-05, -2.3715107788658532e-05]","[0.0, 0.0, 0.01]",7.615190812765908,"[2.5695286859872746e-05, 2.2007684986386224e-05, -1.499873782753142e-05, 2.185995941591009e-05, -3.387701883805845e-05, -8.498493429780907e-06]",216.32897323239862,208.70378241963272,7.625190812765908,0.01,42.556175914962985,3000,"[35.44628190672769, 36.92083972535518, 36.93901969520943, 29.840888601739668, 34.642976172123475, 37.65836155752255, 38.14834652212168, 36.970402995095355, 36.58965411047295, 42.556175914962985, 35.33148056888931, 35.11020440372275, 35.415373763320616]","[1, 3, 4, 1, 1, 9, 29, 6, 2, 2941, 1, 1, 1]"
5040.0,42,"[2.5695286859872746e-05, 2.2007684986386224e-05, -1.499873782753142e-05, 2.185995941591009e-05, -3.387701883805845e-05, -8.498493429780907e-06]","[-0.0, -0.05, -0.0]",-0.05,"[-3.212972467907664e-05, -7.934454907435955e-05, 6.0170396717445375e-06, -3.747728022286206e-05, -3.358760563313305e-05, 9.578598214943824e-06]",208.70378241963272,208.70378241963272,0.0,0.05,10.388460649836908,3000,"[3.2257193541020635, 3.2518259165356294, 3.2959054338455207, -0.20045749643321142, 4.133939661452485, 1.232539675975628, 4.304179534088312, -0.19432722424085608, 10.388460649836908, 2.8786654392698963, 2.5518591382922633, 2.947334994711281, 3.3817962033797677]","[2, 4, 2, 1, 5, 1, 5, 1, 2969, 2, 2, 3, 3]"
5160.0,43,"[-3.212972467907664e-05, -7.934454907435955e-05, 6.0170396717445375e-06, -3.747728022286206e-05, -3.358760563313305e-05, 9.578598214943824e-06]","[0.0, 0.0, 0.05]",4.813463953667918,"[8.538764522808266e-06, -1.1332113287440837e-05, 2.5945013074183673e-05, 2.7705732184779277e-05, -1.9319881729837905e-05, 2.0716725595772468e-05]",208.70378241963272,203.8403184659648,4.863463953667917,0.05,18.83838431824525,3000,"[10.249340961222966, 10.917396402642908, 11.32282232495254, 8.796879011186288, 10.246493035295604, 10.906073081745859, 12.565334638325158, 10.895223664687883, 10.515046502587163, 10.884876234788095, 9.499638484034659, 18.83838431824525, 11.29330728348923]","[1, 1, 3, 1, 1, 1, 5, 1, 2, 1, 1, 2980, 2]"
5280.0,44,"[8.538764522808266e-06, -1.1332113287440837e-05, 2.5945013074183673e-05, 2.7705732184779277e-05, -1.9319881729837905e-05, 2.0716725595772468e-05]","[-0.0, -0.0, -0.01]",-0.009428399043722493,"[2.7602819685566632e-05, 1.0360700148174777e-05, -3.562592799734647e-05, 1.309750180920628e-05, -7.473341702917155e-06, 2.8339875450089084e-05]",203.8403184659648,203.83974686500852,0.0005716009562775071,0.01,5.126609920490157,3000,"[0.6740474854671434, 0.5541707121517763, -0.1283441872877644, 1.0119207068247429, 1.2139374181614522, 0.09018258022768905, 1.17764783830211, 0.0987054322280809, 0.4990513133656123, 0.5697353435745441, 5.126609920490157, 0.32518522059300914, 0.8979263929391272]","[6, 4, 3, 7, 12, 3, 10, 3, 4, 4, 2934, 3, 7]"
5400.0,45,"[2.7602819685566632e-05, 1.0360700148174777e-05, -3.562592799734647e-05, 1.309750180920628e-05, -7.473341702917155e-06, 2.8339875450089084e-05]","[-0.0, -0.0, -0.01]",1.3762943534122962,"[-3.2491322140187895e-05, -4.346858755826986e-05, -7.939820048230941e-06, -3.711752358274982e-05, 6.5115347809192e-06, 2.8870348723202465e-05]",203.83974686500852,202.45345251159623,1.3862943534122962,0.01,7.161745749057149,3000,"[3.656672037494062, 3.252701486604601, 3.1188447606552367, 2.1498771843867512, 1.13623422611879, 1.2078775745833632, 3.8373235151887157, 3.420059559085796, 2.258112371613443, 2.8110987857137215, 7.161745749057149, 2.7688879381663236, 1.812941727640392]","[9, 6, 4, 2, 1, 1, 14, 7, 2, 3, 2946, 3, 2]"
5520.0,46,"[-3.2491322140187895e-05, -4.346858755826986e-05, -7.939820048230941e-06, -3.711752358274982e-05, 6.5115347809192e-06, 2.8870348723202465e-05]","[0.0, 0.01, 0.0]",1.376866168802129,"[-1.659676379495404e-05, -4.541129829845095e-05, 3.5739455040644526e-05, -9.580756591064696e-06, 2.0074328899503205e-05, 2.1746688019949364e-05]",202.45345251159623,201.0665863427941,1.386866168802129,0.01,3.232594511221786,3000,"[1.19316376847912, -0.7198975041051305, 1.2717006724593904, 0.5042508978197242, 0.20370967056943534, 3.232594511221786, -1.4705295695117453, 1.1153598450921214, -0.18433071586420005, 1.5819193804068112, 0.5948564005295709, 0.7329123913299183, 0.9333095635616465]","[6, 1, 6, 3, 2, 2952, 1, 5, 2, 11, 3, 3, 5]"
5640.0,47,"[-1.659676379495404e-05, -4.541129829845095e-05, 3.5739455040644526e-05, -9.580756591064696e-06, 2.0074328899503205e-05, 2.1746688019949364e-05]","[-0.0, -0.05, -0.0]",1.3425826429710923,"[1.4879304257353908e-05, -3.475401393745823e-05, 2.1296294040601455e-05, 1.6495825881497797e-05, 2.8258222800868574e-05, 8.796019823699252e-06]",201.0665863427941,199.674003699823,1.3925826429710924,0.05,17.389296003278968,3000,"[10.013757201308655, 9.463268757647008, 5.440655408696603, 10.642703601864223, 6.6799553131979055, 8.901419088448911, 8.843316698822738, 7.381048720744476, 17.389296003278968, 10.174145867161982, 7.396346702755478, 9.424904820243455, 8.058572555385243]","[3, 1, 1, 5, 1, 1, 1, 1, 2981, 2, 1, 1, 1]"
5760.0,48,"[1.4879304257353908e-05, -3.475401393745823e-05, 2.1296294040601455e-05, 1.6495825881497797e-05, 2.8258222800868574e-05, 8.796019823699252e-06]","[-0.0, -0.0, -0.05]",5.494034068780889,"[2.6851732770778196e-05, -4.361643457578071e-05, -6.586739545208317e-07, 2.692973375282581e-05, 2.2262434333210173e-05, -6.022575096953382e-06]",199.674003699823,194.12996963104212,5.5440340687808884,0.05,24.846145770021547,3000,"[14.90376216794117, 14.676927508193824, 15.58071860723047, 16.404576748673854, 14.841780226222916, 14.212337924484222, 14.229674641812421, 15.631676876734572, 14.85393590773614, 16.372060405686383, 12.830045551141101, 14.267958047528992, 24.846145770021547]","[2, 3, 2, 4, 1, 1, 1, 3, 1, 5, 1, 1, 2975]"
5880.0,49,"[2.6851732770778196e-05, -4.361643457578071e-05, -6.586739545208317e-07, 2.692973375282581e-05, 2.2262434333210173e-05, -6.022575096953382e-06]","[0.0, 0.05, 0.0]",0.6442905037049627,"[3.016328106328833e-05, -7.578873748071605e-05, -1.3297687404214142e-05, 3.317271872245657e-05, 1.6268546134166195e-05, -1.6346920196766247e-05]",194.12996963104212,193.43567912733715,0.6942905037049627,0.05,9.704937985138717,3000,"[1.2832455328423498, 1.21370262129737, 3.741325645589983, 1.2217522203890776, 3.3091759200332485, 2.6263641260756865, 2.5863879314772564, 9.704937985138717, 1.5563471698020725, 2.288782105837087, 1.23043777230875, -0.11883155191970773, 2.7550107496001845]","[1, 1, 16, 1, 9, 3, 4, 2955, 2, 2, 2, 1, 3]"
